ID	BK	SR	Month	Country	Project	Samples	Lat	CoordY	CoordX	Vegetation	Diversity	Temp	Prec		
H1626	HU03	SR01	05/05/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.01770278	Artificial	High	17	64.20000458		
H1627	HU03	SR02	19/05/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.01770278	Artificial	High	17	64.20000458		
H1628	HU04	SR01	07/05/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.06723889	Agricultural	Medium	16.5	56.5		
H1629	HU04	SR02	24/05/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.06723889	Agricultural	Medium	16.5	56.5		
H1630	HU05	SR01	05/05/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.45936667	Agricultural	Low	16.20000076	72.90000153		
H1631	HU05	SR02	19/05/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.45936667	Agricultural	Low	16.20000076	72.90000153		
H1632	HU06	SR01	04/05/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.80181389	Agricultural	Medium	16.89999962	71.40000153		
H1633	HU06	SR02	20/05/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.80181389	Agricultural	Medium	16.89999962	71.40000153		
H1634	HU07	SR01	05/05/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.21684444	Agricultural	Low	15.30000019	56.79999924		
H1635	HU07	SR02	20/05/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.21684444	Agricultural	Low	15.30000019	56.79999924		
H1636	HU08	SR01	05/05/2023	Hungary	INSIGNIA-EU	Yes	46	46	16.86897222	Agricultural	Medium	16.30000114	123.8000031		
H1637	HU08	SR02	19/05/2023	Hungary	INSIGNIA-EU	Yes	46	46	16.86897222	Agricultural	Medium	16.30000114	123.8000031		
H1638	HU09	SR01	07/05/2023	Hungary	INSIGNIA-EU	Yes	46	46	17.768975	Agricultural	Medium	16.5	128.4000092		
H1639	HU09	SR02	19/05/2023	Hungary	INSIGNIA-EU	Yes	46	46	17.768975	Agricultural	Medium	16.5	128.4000092		
H1640	HU10	SR01	07/05/2023	Hungary	INSIGNIA-EU	Yes	46	46	18.24249167	Agricultural	Low	17	111.0999985		
H1641	HU10	SR02	19/05/2023	Hungary	INSIGNIA-EU	Yes	46	46	18.24249167	Agricultural	Low	17	111.0999985		
H1642	HU11	SR01	07/05/2023	Hungary	INSIGNIA-EU	Yes	47	47	17.35863889	Forest/Natural	High	16.10000038	84.30000305		
H1643	HU11	SR02	21/05/2023	Hungary	INSIGNIA-EU	Yes	47	47	17.35863889	Forest/Natural	High	16.10000038	84.30000305		
H1644	HU12	SR01	07/05/2023	Hungary	INSIGNIA-EU	Yes	48	48	17.75063889	Agricultural	High	16	65.59999847		
H1645	HU12	SR02	21/05/2023	Hungary	INSIGNIA-EU	Yes	48	48	17.75063889	Agricultural	High	16	65.59999847		
H1646	HU13	SR01	06/05/2023	Hungary	INSIGNIA-EU	Yes	46	46	19.79043333	Agricultural	High	17.10000038	68.70000458		
H1647	HU13	SR02	20/05/2023	Hungary	INSIGNIA-EU	Yes	46	46	19.79043333	Agricultural	High	17.10000038	68.70000458		
H1648	HU14	SR01	07/05/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.39080556	Agricultural	High	17.10000038	68.30000305		
H1649	HU14	SR02	21/05/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.39080556	Agricultural	High	17.10000038	68.30000305		
H1650	HU15	SR01	05/05/2023	Hungary	INSIGNIA-EU	Yes	48	48	16.91470278	Agricultural	Medium	15.80000019	71.80000305		
H1651	HU15	SR02	20/05/2023	Hungary	INSIGNIA-EU	Yes	48	48	16.91470278	Agricultural	Medium	15.80000019	71.80000305		
A1652	AT01	SR01	05/05/2023	Austria	INSIGNIA-EU	Yes	47	47	15.765419	Forest/Natural	Medium	13.10000038	105.5		
A1653	AT01	SR02	18/05/2023	Austria	INSIGNIA-EU	Yes	47	47	15.765419	Forest/Natural	Medium	13.10000038	105.5		
A1654	AT02	SR01	06/05/2023	Austria	INSIGNIA-EU	Yes	48	48	16.359018	Artificial	High	15.19999981	105.5		
A1655	AT02	SR02	21/05/2023	Austria	INSIGNIA-EU	Yes	48	48	16.359018	Artificial	High	15.19999981	105.5		
A1656	AT03	SR01	04/05/2023	Austria	INSIGNIA-EU	Yes	47	47	15.45045	Artificial	Medium	12	125.8000031		
A1657	AT03	SR02	18/05/2023	Austria	INSIGNIA-EU	Yes	47	47	15.45045	Artificial	Medium	12	125.8000031		
A1658	AT04	SR01	04/05/2023	Austria	INSIGNIA-EU	Yes	47	47	16.07124	Agricultural	Medium	15.5	106		
A1659	AT04	SR02	20/05/2023	Austria	INSIGNIA-EU	Yes	47	47	16.07124	Agricultural	Medium	15.5	106		
A1660	AT05	SR01	04/05/2023	Austria	INSIGNIA-EU	Yes	48	48	14.614477	Agricultural	Low	13.19999981	74		
A1661	AT05	SR02	19/05/2023	Austria	INSIGNIA-EU	Yes	48	48	14.614477	Agricultural	Low	13.19999981	74		
A1662	AT06	SR01	05/05/2023	Austria	INSIGNIA-EU	Yes	47	47	13.28027778	Forest/Natural	Medium	8.699999809	138.8000031		
A1663	AT06	SR02	21/05/2023	Austria	INSIGNIA-EU	Yes	47	47	13.28027778	Forest/Natural	Medium	8.699999809	138.8000031		
A1664	AT07	SR01	04/05/2023	Austria	INSIGNIA-EU	Yes	48	48	16.45242	Artificial	Medium	15.19999981	66.40000153		
A1665	AT07	SR02	19/05/2023	Austria	INSIGNIA-EU	Yes	48	48	16.45242	Artificial	Medium	15.19999981	66.40000153		
A1666	AT08	SR01	06/05/2023	Austria	INSIGNIA-EU	Yes	48	48	13.89052	Agricultural	Medium	13.40000057	99.70000458		
A1667	AT08	SR02	20/05/2023	Austria	INSIGNIA-EU	Yes	48	48	13.89052	Agricultural	Medium	13.40000057	99.70000458		
A1668	AT09	SR01	04/05/2023	Austria	INSIGNIA-EU	Yes	47	47	10.3071	Forest/Natural	High	7.300000191	109.3000031		
A1669	AT09	SR02	20/05/2023	Austria	INSIGNIA-EU	Yes	47	47	10.3071	Forest/Natural	High	7.300000191	109.3000031		
A1670	AT10	SR01	05/05/2023	Austria	INSIGNIA-EU	Yes	47	47	15.31925	Forest/Natural	High	12	125.8000031		
A1671	AT10	SR02	21/05/2023	Austria	INSIGNIA-EU	Yes	47	47	15.31925	Forest/Natural	High	12	125.8000031		
B1672	BE01	SR01	05/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	4.50305	Artificial	Low	14.10000038	51.10000229		
B1673	BE01	SR02	19/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	4.50305	Artificial	Low	14.10000038	51.10000229		
B1674	BE02	SR01	05/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	3.23302	Artificial	Medium	13.5	45.5		
B1675	BE02	SR02	19/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	3.23302	Artificial	Medium	13.5	45.5		
B1676	BE03	SR01	05/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	4.54093	Artificial	High	14	48.20000076		
B1677	BE03	SR02	18/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	4.54093	Artificial	High	14	48.20000076		
B1678	BE04	SR01	07/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	3.51832	Agricultural	Low	13.90000057	44.60000229		
B1679	BE04	SR02	22/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	3.51832	Agricultural	Low	13.90000057	44.60000229		
B1680	BE05	SR01	06/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	3.53155	Agricultural	Medium	14.10000038	47.29999924		
B1681	BE05	SR02	21/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	3.53155	Agricultural	Medium	14.10000038	47.29999924		
B1682	BE06	SR01	04/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	3.56686	Agricultural	Medium	14.10000038	47.29999924		
B1683	BE06	SR02	18/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	3.56686	Agricultural	Medium	14.10000038	47.29999924		
B1684	BE07	SR01	04/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	4.4891	Agricultural	High	14.10000038	52.70000076		
B1685	BE07	SR02	18/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	4.4891	Agricultural	High	14.10000038	52.70000076		
B1686	BE08	SR01	07/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	3.83109	Agricultural	High	13.90000057	44.60000229		
B1687	BE08	SR02	21/05/2023	Belgium	INSIGNIA-EU	No	51	51	3.83109	Agricultural	High	13.90000057	44.60000229		
B1688	BE09	SR01	07/05/2023	Belgium	INSIGNIA-EU	Yes	50	50	5.48688	Agricultural	Medium	13	58.5		
B1689	BE09	SR02	21/05/2023	Belgium	INSIGNIA-EU	Yes	50	50	5.48688	Agricultural	Medium	13	58.5		
B1690	BE10	SR01	05/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	5.35991	Forest/Natural	High	14.10000038	48.90000153		
B1691	BE10	SR02	19/05/2023	Belgium	INSIGNIA-EU	Yes	51	51	5.35991	Forest/Natural	High	14.10000038	48.90000153		
SE1692	SE01	SR01	04/05/2023	Sweden	INSIGNIA-EU	Yes	56	56	14.059879	Agricultural	High	11.5	12.90000057		
SE1693	SE01	SR02	18/05/2023	Sweden	INSIGNIA-EU	Yes	56	56	14.059879	Agricultural	High	11.5	12.90000057		
SE1694	SE02	SR01	06/05/2023	Sweden	INSIGNIA-EU	Yes	56	56	13.93898	Forest/Natural	High	11.5	14.69999981		
SE1695	SE02	SR02	19/05/2023	Sweden	INSIGNIA-EU	Yes	56	56	13.93898	Forest/Natural	High	11.5	14.69999981		
SE1696	SE03	SR01	07/05/2023	Sweden	INSIGNIA-EU	Yes	57	57	15.232694	Forest/Natural	Medium	10.5	16.10000038		
SE1697	SE03	SR02	21/05/2023	Sweden	INSIGNIA-EU	Yes	57	57	15.232694	Forest/Natural	Medium	10.5	16.10000038		
SE1698	SE04	SR01	07/05/2023	Sweden	INSIGNIA-EU	Yes	58	58	11.934252	Artificial	High	11.90000057	19.89999962		
SE1699	SE04	SR02	21/05/2023	Sweden	INSIGNIA-EU	Yes	58	58	11.934252	Artificial	High	11.90000057	19.89999962		
SE1700	SE05	SR01	07/05/2023	Sweden	INSIGNIA-EU	Yes	58	58	13.731838	Agricultural	High	10.69999981	29.5		
SE1701	SE05	SR02	20/05/2023	Sweden	INSIGNIA-EU	Yes	58	58	13.731838	Agricultural	High	10.69999981	29.5		
SE1702	SE06	SR01	05/05/2023	Sweden	INSIGNIA-EU	Yes	58	58	14.78294	Agricultural	Low	11.10000038	32.20000076		
SE1703	SE06	SR02	19/05/2023	Sweden	INSIGNIA-EU	Yes	58	58	14.78294	Agricultural	Low	11.10000038	32.20000076		
SE1704	SE07	SR01	07/05/2023	Sweden	INSIGNIA-EU	Yes	59	59	15.382705	Forest/Natural	Low	10.90000057	37.60000229		
SE1705	SE07	SR02	21/05/2023	Sweden	INSIGNIA-EU	Yes	59	59	15.382705	Forest/Natural	Low	10.90000057	37.60000229		
SE1707	SE08	SR02	19/05/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.126284	Forest/Natural	Medium	10.69999981	25.80000114		
SE1708	SE09	SR01	08/05/2023	Sweden	INSIGNIA-EU	Yes	59	59	18.005227	Artificial	High	11.19999981	15.10000038		
SE1709	SE09	SR02	22/05/2023	Sweden	INSIGNIA-EU	Yes	59	59	18.005227	Artificial	High	11.19999981	15.10000038		
SE1710	SE10	SR01	06/05/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.656381	Artificial	High	11.10000038	22.30000114		
SE1711	SE10	SR02	19/05/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.656381	Artificial	High	11.10000038	22.30000114		
EE1712	EE01	SR01	06/05/2023	Estonia	INSIGNIA-EU	Yes	59	59	24.71030556	Artificial	Low	10.80000019	14.30000019		
EE1713	EE01	SR02	21/05/2023	Estonia	INSIGNIA-EU	Yes	59	59	24.71030556	Artificial	Low	10.80000019	14.30000019		
EE1714	EE02	SR01	04/05/2023	Estonia	INSIGNIA-EU	Yes	58	58	24.56606111	Artificial	Medium	11.40000057	12.19999981		
EE1715	EE02	SR02	21/05/2023	Estonia	INSIGNIA-EU	Yes	58	58	24.56606111	Artificial	Medium	11.40000057	12.19999981		
EE1716	EE03	SR01	07/05/2023	Estonia	INSIGNIA-EU	Yes	58	58	26.6942	Artificial	High	11.60000038	13.30000019		
EE1717	EE03	SR02	19/05/2023	Estonia	INSIGNIA-EU	Yes	58	58	26.6942	Artificial	High	11.60000038	13.30000019		
EE1718	EE04	SR01	07/05/2023	Estonia	INSIGNIA-EU	Yes	59	59	23.72080556	Agricultural	High	10.10000038	13.30000019		
EE1719	EE04	SR02	19/05/2023	Estonia	INSIGNIA-EU	Yes	59	59	23.72080556	Agricultural	High	10.10000038	13.30000019		
EE1721	EE05	SR02	19/05/2023	Estonia	INSIGNIA-EU	Yes	59	59	25.57005278	Agricultural	Medium	11.19999981	12.30000019		
EE1722	EE06	SR01	07/05/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.47030833	Forest/Natural	High	9.600000381	10.30000019		
EE1723	EE06	SR02	20/05/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.47030833	Forest/Natural	High	9.600000381	10.30000019		
EE1724	EE07	SR01	07/05/2023	Estonia	INSIGNIA-EU	Yes	58	58	26.910875	Agricultural	Medium	11.60000038	13.30000019		
EE1725	EE07	SR02	20/05/2023	Estonia	INSIGNIA-EU	Yes	58	58	26.910875	Agricultural	Medium	11.60000038	13.30000019		
EE1726	EE08	SR01	07/05/2023	Estonia	INSIGNIA-EU	Yes	59	59	26.82032222	Forest/Natural	Low	10.69999981	14.60000038		
EE1727	EE08	SR02	18/05/2023	Estonia	INSIGNIA-EU	Yes	59	59	26.82032222	Forest/Natural	Low	10.69999981	14.60000038		
EE1728	EE09	SR01	07/05/2023	Estonia	INSIGNIA-EU	Yes	59	59	26.80867222	Forest/Natural	Medium	11.10000038	14.5		
EE1729	EE09	SR02	19/05/2023	Estonia	INSIGNIA-EU	Yes	59	59	26.80867222	Forest/Natural	Medium	11.10000038	14.5		
EE1730	EE10	SR01	07/05/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.8144	Forest/Natural	Medium	9.600000381	10		
EE1731	EE10	SR02	20/05/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.8144	Forest/Natural	Medium	9.600000381	10		
L1732	LV01	SR01	07/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	23.724364	Artificial	High	11.90000057	13.19999981		
L1733	LV01	SR02	20/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	23.724364	Artificial	High	11.90000057	13.19999981		
L1734	LV02	SR01	07/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	24.069905	Artificial	Low	12	13.60000038		
L1735	LV02	SR02	19/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	24.069905	Artificial	Low	12	13.60000038		
L1736	LV03	SR01	05/05/2023	Latvia	INSIGNIA-EU	Yes	56	56	26.544515	Forest/Natural	Medium	12	13.40000057		
L1737	LV03	SR02	20/05/2023	Latvia	INSIGNIA-EU	Yes	56	56	26.544515	Forest/Natural	Medium	12	13.40000057		
L1738	LV04	SR01	07/05/2023	Latvia	INSIGNIA-EU	Yes	58	58	25.545775	Forest/Natural	Medium	11.60000038	10.69999981		
L1739	LV04	SR02	19/05/2023	Latvia	INSIGNIA-EU	Yes	58	58	25.545775	Forest/Natural	Medium	11.60000038	10.69999981		
L1740	LV05	SR01	07/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	27.088999	Forest/Natural	Low	11.80000019	12.19999981		
L1741	LV05	SR02	20/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	27.088999	Forest/Natural	Low	11.80000019	12.19999981		
L1742	LV06	SR01	07/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	21.283608	Forest/Natural	Low	11	10.5		
L1743	LV06	SR02	20/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	21.283608	Forest/Natural	Low	11	10.5		
L1744	LV07	SR01	07/05/2023	Latvia	INSIGNIA-EU	Yes	56	56	23.531604	Agricultural	Low	12.30000019	14.10000038		
L1745	LV07	SR02	20/05/2023	Latvia	INSIGNIA-EU	Yes	56	56	23.531604	Agricultural	Low	12.30000019	14.10000038		
L1746	LV08	SR01	07/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	24.74964	Agricultural	High	11.5	13.60000038		
L1747	LV08	SR02	19/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	24.74964	Agricultural	High	11.5	13.60000038		
L1748	LV09	SR01	07/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	22.592598	Agricultural	Medium	10.30000019	11.30000019		
L1749	LV09	SR02	21/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	22.592598	Agricultural	Medium	10.30000019	11.30000019		
L1750	LV10	SR01	07/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	25.438499	Agricultural	High	11.30000019	13.90000057		
L1751	LV10	SR02	20/05/2023	Latvia	INSIGNIA-EU	Yes	57	57	25.438499	Agricultural	High	11.30000019	13.90000057		
SL1752	SL01	SR01	06/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.50399444	Artificial	High	12.90000057	168.1999969		
SL1753	SL01	SR02	21/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.50399444	Artificial	High	12.90000057	168.1999969		
SL1754	SL02	SR01	06/05/2023	Slovenia	INSIGNIA-EU	No	46	46	14.73604722	Artificial	High	13.10000038	175.4000092		
SL1755	SL02	SR02	21/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.73604722	Artificial	High	13.10000038	175.4000092		
SL1756	SL03	SR01	07/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.42158333	Agricultural	Medium	12.60000038	179.6000061		
SL1757	SL03	SR02	21/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.42158333	Agricultural	Medium	12.60000038	179.6000061		
SL1758	SL04	SR01	04/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	13.86704167	Forest/Natural	High	16	140.8000031		
SL1759	SL04	SR02	19/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	13.86704167	Forest/Natural	High	16	140.8000031		
SL1760	SL05	SR01	06/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.21681667	Forest/Natural	Medium	12.69999981	179.5		
SL1761	SL05	SR02	20/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.21681667	Forest/Natural	Medium	12.69999981	179.5		
SL1762	SL06	SR01	07/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.40961111	Agricultural	Medium	14	145.3000031		
SL1763	SL06	SR02	18/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.40961111	Agricultural	Medium	14	145.3000031		
SL1764	SL07	SR01	05/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.33640833	Forest/Natural	Medium	14.80000019	164.4000092		
SL1765	SL07	SR02	21/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.33640833	Forest/Natural	Medium	14.80000019	164.4000092		
SL1766	SL08	SR01	05/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.47760556	Agricultural	Medium	14	145.3000031		
SL1767	SL08	SR02	19/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.47760556	Agricultural	Medium	14	145.3000031		
SL1768	SL09	SR01	05/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.10078889	Agricultural	High	14	145.3000031		
SL1769	SL09	SR02	21/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.10078889	Agricultural	High	14	145.3000031		
SL1770	SL10	SR01	06/05/2023	Slovenia	INSIGNIA-EU	Yes	47	47	16.04206111	Agricultural	High	15.5	106		
SL1771	SL10	SR02	15/05/2023	Slovenia	INSIGNIA-EU	Yes	47	47	16.04206111	Agricultural	High	15.5	106		
SK1772	SK01	SR01	07/05/2023	Slovakia	INSIGNIA-EU	Yes	49	49	19.32933333	Agricultural	Medium	11.30000019	84.80000305		
SK1773	SK01	SR02	21/05/2023	Slovakia	INSIGNIA-EU	Yes	49	49	19.32933333	Agricultural	Medium	11.30000019	84.80000305		
SK1774	SK02	SR01	05/05/2023	Slovakia	INSIGNIA-EU	Yes	48	48	19.454	Forest/Natural	Low	14.19999981	68.70000458		
SK1775	SK02	SR02	19/05/2023	Slovakia	INSIGNIA-EU	Yes	48	48	19.454	Forest/Natural	Low	14.19999981	68.70000458		
SK1776	SK03	SR01	07/05/2023	Slovakia	INSIGNIA-EU	Yes	48	48	17.32258333	Agricultural	Medium	12.10000038	79.59999847		
SK1777	SK03	SR02	21/05/2023	Slovakia	INSIGNIA-EU	Yes	48	48	17.32258333	Agricultural	Medium	12.10000038	79.59999847		
SK1778	SK04	SR01	07/05/2023	Slovakia	INSIGNIA-EU	Yes	49	49	18.92036111	Forest/Natural	High	12.10000038	79.59999847		
SK1779	SK04	SR02	19/05/2023	Slovakia	INSIGNIA-EU	Yes	49	49	18.92036111	Forest/Natural	High	12.10000038	79.59999847		
SK1780	SK05	SR01	07/05/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.5205	Agricultural	Medium	13	56.40000153		
SK1781	SK05	SR02	21/05/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.5205	Agricultural	Medium	13	56.40000153		
SK1784	SK07	SR01	05/05/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.21508333	Artificial	High	13.69999981	64.40000153		
SK1785	SK07	SR02	21/05/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.21508333	Artificial	High	13.69999981	64.40000153		
SK1786	SK08	SR01	03/05/2023	Slovakia	INSIGNIA-EU	Yes	49	49	18.73075	Forest/Natural	Medium	11.5	89.30000305		
SK1787	SK08	SR02	21/05/2023	Slovakia	INSIGNIA-EU	Yes	49	49	18.73075	Forest/Natural	Medium	11.5	89.30000305		
SK1788	SK09	SR01	07/05/2023	Slovakia	INSIGNIA-EU	No	48	48	18.47583333	Agricultural	Low	15	64.09999847		
SK1789	SK09	SR02	21/05/2023	Slovakia	INSIGNIA-EU	Yes	48	48	18.47583333	Agricultural	Low	15	64.09999847		
G1790	GR01	SR01	07/05/2023	Greece	INSIGNIA-EU	Yes	41	41	22.85938889	Artificial	High	18	61.79999924		
G1791	GR01	SR02	20/05/2023	Greece	INSIGNIA-EU	Yes	41	41	22.85938889	Artificial	High	18	61.79999924		
G1792	GR02	SR01	07/05/2023	Greece	INSIGNIA-EU	Yes	41	41	23.59005556	Agricultural	High	14.30000019	75.90000153		
G1793	GR02	SR02	20/05/2023	Greece	INSIGNIA-EU	Yes	41	41	23.59005556	Agricultural	High	14.30000019	75.90000153		
G1794	GR03	SR01	05/05/2023	Greece	INSIGNIA-EU	Yes	40	40	22.56975	Agricultural	High	16.30000114	62.70000076		
G1795	GR03	SR02	19/05/2023	Greece	INSIGNIA-EU	Yes	40	40	22.56975	Agricultural	High	16.30000114	62.70000076		
G1796	GR04	SR01	07/05/2023	Greece	INSIGNIA-EU	Yes	39	39	20.76605556	Agricultural	High	16.70000076	90.80000305		
G1797	GR04	SR02	20/05/2023	Greece	INSIGNIA-EU	Yes	39	39	20.76605556	Agricultural	High	16.70000076	90.80000305		
G1798	GR05	SR01	06/05/2023	Greece	INSIGNIA-EU	No	38	38	23.08430556	Forest/Natural	High	17.20000076	34.60000229		
G1799	GR05	SR02	20/05/2023	Greece	INSIGNIA-EU	Yes	38	38	23.08430556	Forest/Natural	High	17.20000076	34.60000229		
G1800	GR06	SR01	07/05/2023	Greece	INSIGNIA-EU	Yes	40	40	23.33255556	Agricultural	Low	16.89999962	56.70000076		
G1801	GR06	SR02	20/05/2023	Greece	INSIGNIA-EU	Yes	40	40	23.33255556	Agricultural	Low	16.89999962	56.70000076		
G1802	GR07	SR01	07/05/2023	Greece	INSIGNIA-EU	Yes	40	40	20.82380556	Agricultural	High	14.5	111.4000015		
G1803	GR07	SR02	21/05/2023	Greece	INSIGNIA-EU	Yes	40	40	20.82380556	Agricultural	High	14.5	111.4000015		
G1804	GR08	SR01	07/05/2023	Greece	INSIGNIA-EU	Yes	39	39	26.19280556	Agricultural	High	17.30000114	41		
G1805	GR08	SR02	21/05/2023	Greece	INSIGNIA-EU	Yes	39	39	26.19280556	Agricultural	High	17.30000114	41		
G1806	GR09	SR01	07/05/2023	Greece	INSIGNIA-EU	Yes	38	38	26.09361111	Agricultural	Medium	17.5	45.10000229		
G1808	GR10	SR01	06/05/2023	Greece	INSIGNIA-EU	No	38	38	26.90052778	Agricultural	High	17.39999962	64.20000458		
G1809	GR10	SR02	21/05/2023	Greece	INSIGNIA-EU	Yes	38	38	26.90052778	Agricultural	High	17.39999962	64.20000458		
G1810	GR12	SR01	05/05/2023	Greece	INSIGNIA-EU	Yes	35	35	25.69425	Agricultural	Medium	16.70000076	34.20000076		
G1811	GR12	SR02	19/05/2023	Greece	INSIGNIA-EU	Yes	35	35	25.69425	Agricultural	Medium	16.70000076	34.20000076		
G1812	GR13	SR01	07/05/2023	Greece	INSIGNIA-EU	Yes	40	40	21.40291667	Forest/Natural	High	14.10000038	106.5		
G1813	GR13	SR02	20/05/2023	Greece	INSIGNIA-EU	No	40	40	21.40291667	Forest/Natural	High	14.10000038	106.5		
G1814	GR14	SR01	07/05/2023	Greece	INSIGNIA-EU	Yes	39	39	21.00233333	Agricultural	High	14.90000057	91.09999847		
G1815	GR14	SR02	21/05/2023	Greece	INSIGNIA-EU	Yes	39	39	21.00233333	Agricultural	High	14.90000057	91.09999847		
G1816	GR15	SR01	05/05/2023	Greece	INSIGNIA-EU	Yes	41	41	23.00608333	Agricultural	Medium	16.5	64.70000458		
G1817	GR15	SR02	20/05/2023	Greece	INSIGNIA-EU	Yes	41	41	23.00608333	Agricultural	Medium	16.5	64.70000458		
CZ1818	CZ01	SR01	/05/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.3664692	Agricultural	High	14	26.60000038		
CZ1819	CZ01	SR02	19/05/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.3664692	Agricultural	High	14	26.60000038		
CZ1820	CZ02	SR01	06/05/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.4879236	Agricultural	Medium	14	26.60000038		
CZ1821	CZ02	SR02	20/05/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.4879236	Agricultural	Medium	14	26.60000038		
D158	0	0	0	Denmark	Control	Yes	0	0	0	0	0	0	0		
IR792	0	0	0	Ireland	Control	Yes	0	0	0	0	0	0	0		
CZ1822	CZ03	SR01	05/05/2023	Czechia	INSIGNIA-EU	Yes	50	50	15.5872742	Agricultural	Low	12.5	48.5		
CZ1823	CZ03	SR02	21/05/2023	Czechia	INSIGNIA-EU	Yes	50	50	15.5872742	Agricultural	Low	12.5	48.5		
CZ1824	CZ04	SR01	07/05/2023	Czechia	INSIGNIA-EU	Yes	49	49	17.4696003	Agricultural	High	13.80000019	54.20000076		
CZ1825	CZ04	SR02	18/05/2023	Czechia	INSIGNIA-EU	Yes	49	49	17.4696003	Agricultural	High	13.80000019	54.20000076		
CZ1826	CZ05	SR01	05/05/2023	Czechia	INSIGNIA-EU	Yes	49	49	16.4512097	Forest/Natural	High	13	46.20000076		
CZ1827	CZ05	SR02	21/05/2023	Czechia	INSIGNIA-EU	Yes	49	49	16.4512097	Forest/Natural	High	13	46.20000076		
CZ1828	CZ06	SR01	05/05/2023	Czechia	INSIGNIA-EU	Yes	50	50	17.0219303	Forest/Natural	Medium	11.19999981	55.70000076		
