ID	BK	SR	Month	Country	Project	Samples	Lat	CoordY	CoordX	Vegetation	Diversity	Temp	Prec		
NL3042	NL01	SR06	16/07/2023	Netherlands	INSIGNIA-EU	Yes	52	52	6.410919	Agricultural	Medium	18.70000076	121.7000046		
NL3043	NL02	SR05	02/07/2023	Netherlands	INSIGNIA-EU	Yes	51	51	4.103449	Agricultural	Low	19	119.0999985		
NL3044	NL02	SR06	16/07/2023	Netherlands	INSIGNIA-EU	Yes	51	51	4.103449	Agricultural	Low	19	119.0999985		
NL3045	NL03	SR05	30/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	4.9130526	Agricultural	Medium	18.10000038	23.70000076		
NL3046	NL03	SR06	16/07/2023	Netherlands	INSIGNIA-EU	Yes	52	52	4.9130526	Agricultural	Medium	18	112.8000031		
NL3047	NL04	SR05	30/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	5.4815222	Agricultural	Medium	18.70000076	28.39999962		
NL3048	NL04	SR06	15/07/2023	Netherlands	INSIGNIA-EU	Yes	52	52	5.4815222	Agricultural	Medium	18.5	109.7000046		
NL3050	NL05	SR06	15/07/2023	Netherlands	INSIGNIA-EU	Yes	51	51	5.4197688	Artificial	High	18.89999962	120.8000031		
NL3051	NL06	SR05	02/07/2023	Netherlands	INSIGNIA-EU	Yes	52	52	5.753667	Forest/Natural	High	18.5	110.0999985		
NL3052	NL06	SR06	15/07/2023	Netherlands	INSIGNIA-EU	Yes	52	52	5.753667	Forest/Natural	High	18.5	110.0999985		
NL3053	NL08	SR05	01/07/2023	Netherlands	INSIGNIA-EU	Yes	52	52	5.23025	Artificial	High	18.5	109.7000046		
NL3055	NL09	SR05	01/07/2023	Netherlands	INSIGNIA-EU	Yes	52	52	4.298154	Artificial	High	18.39999962	116.4000015		
NL3056	NL09	SR06	15/07/2023	Netherlands	INSIGNIA-EU	Yes	52	52	4.298154	Artificial	High	18.39999962	116.4000015		
SL3057	SL03	SR05	02/07/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.42158333	Agricultural	Medium	19.80000114	195.5		
SL3058	SL03	SR06	16/07/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.42158333	Agricultural	Medium	19.80000114	195.5		
SL3059	SL04	SR05	30/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	13.86704167	Forest/Natural	High	20.89999962	107.8000031		
SL3060	SL04	SR06	16/07/2023	Slovenia	INSIGNIA-EU	Yes	46	46	13.86704167	Forest/Natural	High	23.60000038	108.2000046		
SL3061	SL05	SR05	30/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.21681667	Forest/Natural	Medium	17.39999962	132		
SL3062	SL05	SR06	16/07/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.21681667	Forest/Natural	Medium	20	138.1999969		
SL3063	SL07	SR05	01/07/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.33640833	Forest/Natural	Medium	22.20000076	131.5		
SL3064	SL07	SR06	16/07/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.33640833	Forest/Natural	Medium	22.20000076	131.5		
SL3065	SL08	SR05	29/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.47760556	Agricultural	Medium	18.5	118.8000031		
SL3066	SL08	SR06	15/07/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.47760556	Agricultural	Medium	21.10000038	171.5		
SL3067	SL09	SR03	04/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.10078889	Agricultural	High	18.5	118.8000031		
SL3068	SL09	SR04	15/06/2023	Slovenia	INSIGNIA-EU	No	46	46	15.10078889	Agricultural	High	18.5	118.8000031		
SL3069	SL09	SR05	02/07/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.10078889	Agricultural	High	21.10000038	171.5		
SL3070	SL09	SR06	15/07/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.10078889	Agricultural	High	21.10000038	171.5		
SL3071	SL10	SR05	30/06/2023	Slovenia	INSIGNIA-EU	Yes	47	47	16.04206111	Agricultural	High	20.10000038	76.70000458		
SL3072	SL10	SR06	15/07/2023	Slovenia	INSIGNIA-EU	Yes	47	47	16.04206111	Agricultural	High	22.70000076	146.3000031		
SE3073	SE01	SR05	29/06/2023	Sweden	INSIGNIA-EU	Yes	56	56	14.059879	Agricultural	High	16.80000114	26.5		
SE3074	SE01	SR06	14/07/2023	Sweden	INSIGNIA-EU	Yes	56	56	14.059879	Agricultural	High	16.5	97.59999847		
SE3075	SE02	SR06	16/07/2023	Sweden	INSIGNIA-EU	Yes	56	56	13.93898	Forest/Natural	High	16.30000114	116.5		
SE3076	SE03	SR05	29/06/2023	Sweden	INSIGNIA-EU	No	57	57	15.232694	Forest/Natural	Medium	16.10000038	28.30000114		
SE3077	SE03	SR06	14/07/2023	Sweden	INSIGNIA-EU	Yes	57	57	15.232694	Forest/Natural	Medium	15.90000057	86.59999847		
SE3078	SE04	SR05	01/07/2023	Sweden	INSIGNIA-EU	Yes	58	58	11.934252	Artificial	High	16.30000114	114		
SE3079	SE04	SR06	14/07/2023	Sweden	INSIGNIA-EU	Yes	58	58	11.934252	Artificial	High	16.30000114	114		
SE3080	SE05	SR05	02/07/2023	Sweden	INSIGNIA-EU	Yes	58	58	13.731838	Agricultural	High	15.30000019	96.30000305		
SE3081	SE05	SR06	16/07/2023	Sweden	INSIGNIA-EU	Yes	58	58	13.731838	Agricultural	High	15.30000019	96.30000305		
SE3082	SE06	SR05	01/07/2023	Sweden	INSIGNIA-EU	Yes	58	58	14.78294	Agricultural	Low	16	95		
SE3083	SE06	SR06	14/07/2023	Sweden	INSIGNIA-EU	Yes	58	58	14.78294	Agricultural	Low	16	95		
SE3084	SE07	SR05	01/07/2023	Sweden	INSIGNIA-EU	No	59	59	15.382705	Forest/Natural	Low	15.80000019	105.4000015		
SE3085	SE07	SR06	16/07/2023	Sweden	INSIGNIA-EU	Yes	59	59	15.382705	Forest/Natural	Low	15.80000019	105.4000015		
SE3086	SE08	SR05	30/06/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.126284	Forest/Natural	Medium	16.80000114	21.30000114		
SE3087	SE08	SR06	14/07/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.126284	Forest/Natural	Medium	16	113.5999985		
SE3088	SE09	SR05	30/06/2023	Sweden	INSIGNIA-EU	Yes	59	59	18.005227	Artificial	High	17.30000114	18.10000038		
SE3089	SE09	SR06	14/07/2023	Sweden	INSIGNIA-EU	Yes	59	59	18.005227	Artificial	High	17.20000076	86.70000458		
SE3090	SE10	SR05	29/06/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.656381	Artificial	High	17.30000114	19.70000076		
SE3091	SE10	SR06	14/07/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.656381	Artificial	High	16.60000038	111		
CZ3092	CZ01	SR06	14/07/2023	Czechia	INSIGNIA-EU	No	50	50	14.3664692	Agricultural	High	21	57.29999924		
CZ3093	CZ01	SR07	28/07/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.3664692	Agricultural	High	21	57.29999924		
CZ3094	CZ02	SR05	02/07/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.4879236	Agricultural	Medium	21	57.29999924		
CZ3095	CZ02	SR06	15/07/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.4879236	Agricultural	Medium	21	57.29999924		
CZ3096	CZ03	SR05	01/07/2023	Czechia	INSIGNIA-EU	Yes	50	50	15.5872742	Agricultural	Low	19.70000076	75.5		
CZ3097	CZ03	SR06	15/07/2023	Czechia	INSIGNIA-EU	Yes	50	50	15.5872742	Agricultural	Low	19.70000076	75.5		
CZ3098	CZ04	SR05	29/06/2023	Czechia	INSIGNIA-EU	Yes	49	49	17.4696003	Agricultural	High	18.20000076	64.40000153		
CZ3099	CZ04	SR06	15/07/2023	Czechia	INSIGNIA-EU	Yes	49	49	17.4696003	Agricultural	High	20.89999962	75.80000305		
CZ3100	CZ05	SR03	04/06/2023	Czechia	INSIGNIA-EU	No	49	49	16.4512097	Forest/Natural	High	17.89999962	63.70000076		
CZ3101	CZ05	SR04	17/06/2023	Czechia	INSIGNIA-EU	Yes	49	49	16.4512097	Forest/Natural	High	17.89999962	63.70000076		
CZ3102	CZ05	SR05	01/07/2023	Czechia	INSIGNIA-EU	Yes	49	49	16.4512097	Forest/Natural	High	20.39999962	69.5		
CZ3103	CZ05	SR06	15/07/2023	Czechia	INSIGNIA-EU	Yes	49	49	16.4512097	Forest/Natural	High	20.39999962	69.5		
CZ3104	CZ06	SR03	04/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	17.0219303	Forest/Natural	Medium	16.10000038	77.59999847		
CZ3105	CZ06	SR04	18/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	17.0219303	Forest/Natural	Medium	16.10000038	77.59999847		
CZ3106	CZ07	SR03	03/06/2023	Czechia	INSIGNIA-EU	Yes	49	49	15.808969	Forest/Natural	Medium	18.60000038	61.5		
CZ3107	CZ07	SR04	16/06/2023	Czechia	INSIGNIA-EU	Yes	49	49	15.808969	Forest/Natural	Medium	18.60000038	61.5		
CZ3108	CZ07	SR05	30/06/2023	Czechia	INSIGNIA-EU	No	49	49	15.808969	Forest/Natural	Medium	18.60000038	61.5		
CZ3109	CZ07	SR06	15/07/2023	Czechia	INSIGNIA-EU	Yes	49	49	15.808969	Forest/Natural	Medium	21.10000038	80.40000153		
CZ3110	CZ08	SR05	02/07/2023	Czechia	INSIGNIA-EU	Yes	50	50	18.50887	Forest/Natural	High	19.60000038	146.1999969		
CZ3112	CZ09	SR03	03/06/2023	Czechia	INSIGNIA-EU	Yes	49	49	16.7437092	Agricultural	Low	19.60000038	60.5		
CZ3113	CZ09	SR05	01/07/2023	Czechia	INSIGNIA-EU	Yes	49	49	16.7437092	Agricultural	Low	22.30000114	67.40000153		
CZ3115	CZ10	SR05	30/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	13.347204	Agricultural	Medium	18.30000114	51		
CZ3116	CZ10	SR06	16/07/2023	Czechia	INSIGNIA-EU	Yes	50	50	13.347204	Agricultural	Medium	20.10000038	69.59999847		
DE3117	DE01	SR03	05/06/2023	Germany	INSIGNIA-EU	Yes	54	54	9.38747222	Agricultural	Low	18.10000038	33.20000076		
DE3118	DE01	SR04	16/06/2023	Germany	INSIGNIA-EU	No	54	54	9.38747222	Agricultural	Low	18.10000038	33.20000076		
DE3119	DE01	SR05	30/06/2023	Germany	INSIGNIA-EU	Yes	54	54	9.38747222	Agricultural	Low	18.10000038	33.20000076		
DE3120	DE01	SR06	16/07/2023	Germany	INSIGNIA-EU	Yes	54	54	9.38747222	Agricultural	Low	18	134.6000061		
DE3121	DE02	SR05	30/06/2023	Germany	INSIGNIA-EU	Yes	50	50	9.911145883	Artificial	High	19.60000038	35.20000076		
DE3122	DE02	SR06	16/07/2023	Germany	INSIGNIA-EU	Yes	50	50	9.911145883	Artificial	High	19.89999962	89.70000458		
DE3123	DE04	SR05	02/07/2023	Germany	INSIGNIA-EU	Yes	53	53	13.397485	Artificial	Medium	19.89999962	72.09999847		
DE3124	DE04	SR06	16/07/2023	Germany	INSIGNIA-EU	Yes	53	53	13.397485	Artificial	Medium	19.89999962	72.09999847		
DE3127	DE07	SR05	29/06/2023	Germany	INSIGNIA-EU	Yes	54	54	12.087351	Artificial	High	17.70000076	35		
DE3128	DE07	SR06	13/07/2023	Germany	INSIGNIA-EU	No	54	54	12.087351	Artificial	High	17.80000114	103.2000046		
DE3129	DE08	SR05	04/07/2023	Germany	INSIGNIA-EU	Yes	54	54	8.928081	Agricultural	Low	17.5	135.6999969		
DE3130	DE08	SR06	16/07/2023	Germany	INSIGNIA-EU	Yes	54	54	8.928081	Agricultural	Low	17.5	135.6999969		
DE3131	DE09	SR05	02/07/2023	Germany	INSIGNIA-EU	Yes	49	49	12.948316	Agricultural	Medium	20.70000076	106.4000015		
DE3132	DE09	SR06	16/07/2023	Germany	INSIGNIA-EU	Yes	49	49	12.948316	Agricultural	Medium	20.70000076	106.4000015		
DE3133	DE11	SR05	02/07/2023	Germany	INSIGNIA-EU	Yes	51	51	6.835379	Artificial	High	19.20000076	136		
DE3134	DE11	SR06	14/07/2023	Germany	INSIGNIA-EU	Yes	51	51	6.835379	Artificial	High	19.20000076	136		
DE3135	DE12	SR03	05/06/2023	Germany	INSIGNIA-EU	Yes	51	51	11.54047	Forest/Natural	High	17.60000038	66.59999847		
DE3138	DE12	SR06	16/07/2023	Germany	INSIGNIA-EU	No	51	51	11.54047	Forest/Natural	High	18.89999962	73.30000305		
DE3139	DE13	SR05	02/07/2023	Germany	INSIGNIA-EU	Yes	50	50	10.982128	Agricultural	High	20.10000038	84.30000305		
DE3140	DE13	SR06	17/07/2023	Germany	INSIGNIA-EU	Yes	50	50	10.982128	Agricultural	High	20.10000038	84.30000305		
DE3141	DE14	SR05	29/06/2023	Germany	INSIGNIA-EU	Yes	49	49	9.0275	Forest/Natural	High	20.20000076	34		
DE3142	DE14	SR06	14/07/2023	Germany	INSIGNIA-EU	Yes	49	49	9.0275	Forest/Natural	High	20.5	88.09999847		
DE3143	DE16	SR05	01/07/2023	Germany	INSIGNIA-EU	Yes	50	50	8.053347	Agricultural	High	20.70000076	83.40000153		
DE3144	DE16	SR06	16/07/2023	Germany	INSIGNIA-EU	Yes	50	50	8.053347	Agricultural	High	20.70000076	83.40000153		
DE3145	DE18	SR05	30/06/2023	Germany	INSIGNIA-EU	Yes	51	51	9.32172	Agricultural	Medium	18.80000114	49.20000076		
DE3146	DE18	SR06	14/07/2023	Germany	INSIGNIA-EU	No	51	51	9.32172	Agricultural	Medium	18.60000038	104.2000046		
DE3147	DE19	SR05	02/07/2023	Germany	INSIGNIA-EU	Yes	51	51	7.45118	Forest/Natural	High	18.60000038	140		
DE3148	DE19	SR06	16/07/2023	Germany	INSIGNIA-EU	Yes	51	51	7.45118	Forest/Natural	High	18.60000038	140		
HR3149	HR01	SR05	01/07/2023	Croatia	INSIGNIA-EU	Yes	44	44	14.688333	Forest/Natural	Low	25.60000038	56.79999924		
HR3150	HR01	SR06	16/07/2023	Croatia	INSIGNIA-EU	Yes	44	44	14.688333	Forest/Natural	Low	25.60000038	56.79999924		
HR3151	HR03	SR05	30/06/2023	Croatia	INSIGNIA-EU	Yes	46	46	14.6175996	Forest/Natural	Medium	17.80000114	128		
HR3152	HR03	SR06	14/07/2023	Croatia	INSIGNIA-EU	Yes	46	46	14.6175996	Forest/Natural	Medium	20.39999962	136.6000061		
HR3153	HR04	SR05	29/06/2023	Croatia	INSIGNIA-EU	Yes	44	44	15.401934	Agricultural	High	24.60000038	44.29999924		
HR3154	HR04	SR06	16/07/2023	Croatia	INSIGNIA-EU	No	44	44	15.401934	Agricultural	High	24.60000038	44.29999924		
HR3155	HR05	SR05	02/07/2023	Croatia	INSIGNIA-EU	Yes	45	45	17.568887	Agricultural	High	23.80000114	91.70000458		
HR3156	HR05	SR06	18/07/2023	Croatia	INSIGNIA-EU	Yes	45	45	17.568887	Agricultural	High	23.80000114	91.70000458		
HR3157	HR06	SR05	02/07/2023	Croatia	INSIGNIA-EU	Yes	45	45	19.000287	Agricultural	Low	24.5	68.20000458		
HR3158	HR06	SR06	16/07/2023	Croatia	INSIGNIA-EU	Yes	45	45	19.000287	Agricultural	Low	24.5	68.20000458		
HR3159	HR08	SR05	03/07/2023	Croatia	INSIGNIA-EU	Yes	46	46	15.926405	Artificial	Low	23.20000076	108.5		
HR3160	HR08	SR06	15/07/2023	Croatia	INSIGNIA-EU	Yes	46	46	15.926405	Artificial	Low	23.20000076	108.5		
HR3161	HR10	SR05	02/07/2023	Croatia	INSIGNIA-EU	Yes	44	44	16.479725	Artificial	Medium	25.10000038	42.29999924		
HR3162	HR10	SR06	16/07/2023	Croatia	INSIGNIA-EU	No	44	44	16.479725	Artificial	Medium	25.10000038	42.29999924		
H3163	HU01	SR05	01/07/2023	Hungary	INSIGNIA-EU	Yes	47	47	20.93188056	Agricultural	Low	24.30000114	69.20000458		
H3164	HU01	SR06	15/07/2023	Hungary	INSIGNIA-EU	Yes	47	47	20.93188056	Agricultural	Low	24.30000114	69.20000458		
H3165	HU02	SR05	30/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	18.85832222	Forest/Natural	Medium	20.10000038	68.5		
H3166	HU02	SR06	14/07/2023	Hungary	INSIGNIA-EU	Yes	48	48	18.85832222	Forest/Natural	Medium	23.39999962	76.5		
H3167	HU03	SR05	01/07/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.01770278	Artificial	High	24.39999962	75.70000458		
H3168	HU03	SR06	16/07/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.01770278	Artificial	High	24.39999962	75.70000458		
H3169	HU04	SR05	02/07/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.06723889	Agricultural	Medium	23.39999962	83.30000305		
H3170	HU04	SR06	23/07/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.06723889	Agricultural	Medium	23.39999962	83.30000305		
H3171	HU05	SR05	29/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.45936667	Agricultural	Low	20.39999962	59.79999924		
H3172	HU05	SR06	14/07/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.45936667	Agricultural	Low	23.60000038	80.80000305		
H3173	HU06	SR05	30/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.80181389	Agricultural	Medium	21.10000038	67.40000153		
H3174	HU06	SR06	14/07/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.80181389	Agricultural	Medium	24.60000038	79.40000153		
H3175	HU07	SR05	29/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.21684444	Agricultural	Low	19.20000076	93.5		
H3176	HU07	SR06	15/07/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.21684444	Agricultural	Low	22.10000038	99.80000305		
H3177	HU08	SR05	29/06/2023	Hungary	INSIGNIA-EU	Yes	46	46	16.86897222	Agricultural	Medium	20.60000038	78.40000153		
H3178	HU08	SR06	16/07/2023	Hungary	INSIGNIA-EU	Yes	46	46	16.86897222	Agricultural	Medium	23.39999962	116.3000031		
H3179	HU09	SR05	01/07/2023	Hungary	INSIGNIA-EU	Yes	46	46	17.768975	Agricultural	Medium	24	90.90000153		
H3180	HU09	SR06	16/07/2023	Hungary	INSIGNIA-EU	Yes	46	46	17.768975	Agricultural	Medium	24	90.90000153		
H3181	HU10	SR05	02/07/2023	Hungary	INSIGNIA-EU	Yes	46	46	18.24249167	Agricultural	Low	24.70000076	78		
H3182	HU10	SR06	16/07/2023	Hungary	INSIGNIA-EU	Yes	46	46	18.24249167	Agricultural	Low	24.70000076	78		
H3183	HU11	SR05	02/07/2023	Hungary	INSIGNIA-EU	Yes	47	47	17.35863889	Forest/Natural	High	23.60000038	109.5		
H3184	HU11	SR06	16/07/2023	Hungary	INSIGNIA-EU	Yes	47	47	17.35863889	Forest/Natural	High	23.60000038	109.5		
H3185	HU12	SR05	02/07/2023	Hungary	INSIGNIA-EU	Yes	48	48	17.75063889	Agricultural	High	23.5	75.59999847		
H3186	HU12	SR06	16/07/2023	Hungary	INSIGNIA-EU	Yes	48	48	17.75063889	Agricultural	High	23.5	75.59999847		
H3187	HU13	SR05	02/07/2023	Hungary	INSIGNIA-EU	Yes	46	46	19.79043333	Agricultural	High	24.39999962	73		
H3188	HU13	SR06	16/07/2023	Hungary	INSIGNIA-EU	Yes	46	46	19.79043333	Agricultural	High	24.39999962	73		
H3189	HU14	SR05	01/07/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.39080556	Agricultural	High	24.70000076	73.5		
H3190	HU14	SR06	15/07/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.39080556	Agricultural	High	24.70000076	73.5		
H3191	HU15	SR05	30/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	16.91470278	Agricultural	Medium	20.39999962	55.20000076		
H3192	HU15	SR06	16/07/2023	Hungary	INSIGNIA-EU	Yes	48	48	16.91470278	Agricultural	Medium	23.30000114	99.59999847		
R3193	RO01	SR05	30/06/2023	Romania	INSIGNIA-EU	Yes	46	46	22.618017	Agricultural	High	18.39999962	109.8000031		
R3194	RO01	SR06	15/07/2023	Romania	INSIGNIA-EU	Yes	46	46	22.618017	Agricultural	High	21.70000076	85.70000458		
R3195	RO02	SR05	30/06/2023	Romania	INSIGNIA-EU	Yes	45	45	22.815789	Agricultural	High	20.10000038	111.2000046		
R3196	RO02	SR06	15/07/2023	Romania	INSIGNIA-EU	Yes	45	45	22.815789	Agricultural	High	23.5	58.20000076		
R3197	RO03	SR05	01/07/2023	Romania	INSIGNIA-EU	Yes	47	47	27.04078	Agricultural	High	22.70000076	88		
R3198	RO03	SR06	14/07/2023	Romania	INSIGNIA-EU	Yes	47	47	27.04078	Agricultural	High	22.70000076	88		
R3199	RO04	SR05	02/07/2023	Romania	INSIGNIA-EU	Yes	45	45	26.080613	Agricultural	High	24.5	84.30000305		
R3200	RO04	SR06	15/07/2023	Romania	INSIGNIA-EU	Yes	45	45	26.080613	Agricultural	High	24.5	84.30000305		
R3201	RO05	SR05	30/06/2023	Romania	INSIGNIA-EU	Yes	46	46	24.82003	Artificial	High	18	79.20000458		
R3202	RO05	SR06	15/07/2023	Romania	INSIGNIA-EU	Yes	46	46	24.82003	Artificial	High	21	99.5		
R3203	RO06	SR05	01/07/2023	Romania	INSIGNIA-EU	Yes	48	48	26.356786	Artificial	High	21.80000114	85.59999847		
R3204	RO06	SR06	16/07/2023	Romania	INSIGNIA-EU	Yes	48	48	26.356786	Artificial	High	21.80000114	85.59999847		
R3205	RO07	SR05	01/07/2023	Romania	INSIGNIA-EU	Yes	44	44	27.6686547	Agricultural	Medium	24.89999962	57.90000153		
R3206	RO07	SR06	14/07/2023	Romania	INSIGNIA-EU	Yes	44	44	27.6686547	Agricultural	Medium	24.89999962	57.90000153		
R3207	RO08	SR05	30/06/2023	Romania	INSIGNIA-EU	Yes	45	45	28.254001	Agricultural	Medium	21.80000114	24.39999962		
R3208	RO08	SR06	15/07/2023	Romania	INSIGNIA-EU	Yes	45	45	28.254001	Agricultural	Medium	24.60000038	59.40000153		
R3209	RO09	SR05	30/06/2023	Romania	INSIGNIA-EU	Yes	47	47	21.95530122	Artificial	High	20.5	85.80000305		
R3210	RO09	SR06	14/07/2023	Romania	INSIGNIA-EU	Yes	47	47	21.95530122	Artificial	High	23.39999962	73.90000153		
R3211	RO10	SR05	01/07/2023	Romania	INSIGNIA-EU	Yes	45	45	24.25997222	Forest/Natural	Medium	20.89999962	96.80000305		
R3212	RO10	SR06	15/07/2023	Romania	INSIGNIA-EU	Yes	45	45	24.25997222	Forest/Natural	Medium	20.89999962	96.80000305		
R3213	RO11	SR05	02/07/2023	Romania	INSIGNIA-EU	Yes	46	46	21.443745	Agricultural	Low	24.5	69.80000305		
R3214	RO11	SR06	13/07/2023	Romania	INSIGNIA-EU	Yes	46	46	21.443745	Agricultural	Low	24.5	69.80000305		
R3215	RO12	SR05	01/07/2023	Romania	INSIGNIA-EU	Yes	44	44	25.2755	Agricultural	Low	24.80000114	66.40000153		
R3216	RO12	SR06	16/07/2023	Romania	INSIGNIA-EU	Yes	44	44	25.2755	Agricultural	Low	24.80000114	66.40000153		
R3217	RO13	SR05	02/07/2023	Romania	INSIGNIA-EU	Yes	45	45	21.727906	Forest/Natural	Low	23.20000076	68.30000305		
R3218	RO13	SR06	16/07/2023	Romania	INSIGNIA-EU	Yes	45	45	21.727906	Forest/Natural	Low	23.20000076	68.30000305		
R3219	RO14	SR05	30/06/2023	Romania	INSIGNIA-EU	Yes	47	47	24.50166667	Forest/Natural	Medium	15.5	103.3000031		
R3220	RO14	SR06	16/07/2023	Romania	INSIGNIA-EU	Yes	47	47	24.50166667	Forest/Natural	Medium	18.30000114	105.9000015		
R3221	RO15	SR05	02/07/2023	Romania	INSIGNIA-EU	Yes	47	47	24.50166667	Forest/Natural	Medium	18.30000114	105.9000015		
R3222	RO15	SR06	16/07/2023	Romania	INSIGNIA-EU	Yes	47	47	24.50166667	Forest/Natural	Medium	18.30000114	105.9000015		
IR3223	IE01	SR05	01/07/2023	Ireland	INSIGNIA-EU	Yes	54	54	-8.009566667	Agricultural	Medium	14.40000057	205.9000092		
IR3224	IE01	SR06	13/07/2023	Ireland	INSIGNIA-EU	Yes	54	54	-8.009566667	Agricultural	Medium	14.40000057	205.9000092		
IR3225	IE02	SR05	29/06/2023	Ireland	INSIGNIA-EU	Yes	54	54	-9.001819444	Agricultural	Medium	14.90000057	74.30000305		
IR3226	IE02	SR06	13/07/2023	Ireland	INSIGNIA-EU	Yes	54	54	-9.001819444	Agricultural	Medium	14.60000038	168.1999969		
IR3227	IE03	SR05	29/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.643619444	Artificial	High	16	66.70000458		
IR3228	IE03	SR06	13/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.643619444	Artificial	High	15.60000038	168.4000092		
IR3229	IE04	SR05	30/06/2023	Ireland	INSIGNIA-EU	Yes	52	52	-6.718844444	Agricultural	Medium	16.10000038	52.20000076		
IR3230	IE04	SR06	14/07/2023	Ireland	INSIGNIA-EU	Yes	52	52	-6.718844444	Agricultural	Medium	15.5	146.4000092		
IR3231	IE05	SR05	29/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.062311111	Artificial	High	15.30000019	53.60000229		
IR3232	IE05	SR06	13/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.062311111	Artificial	High	14.90000057	147.1999969		
IR3233	IE06	SR05	01/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.289933333	Artificial	Medium	14.90000057	147.1999969		
IR3234	IE06	SR06	16/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.289933333	Artificial	Medium	14.90000057	147.1999969		
IR3235	IE07	SR05	29/06/2023	Ireland	INSIGNIA-EU	Yes	52	52	-9.030088889	Agricultural	Low	15.40000057	74.30000305		
IR3236	IE07	SR06	16/07/2023	Ireland	INSIGNIA-EU	Yes	52	52	-9.030088889	Agricultural	Low	14.90000057	183.1000061		
IR3237	IE08	SR05	29/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.948916667	Agricultural	High	15.80000019	51.40000153		
IR3238	IE08	SR06	16/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.948916667	Agricultural	High	15.19999981	155.3000031		
IR3239	IE09	SR05	29/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.081063889	Agricultural	Low	15.5	65.09999847		
IR3240	IE09	SR06	15/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.081063889	Agricultural	Low	15.19999981	170.5		
IR3241	IE10	SR05	01/07/2023	Ireland	INSIGNIA-EU	Yes	54	54	-6.637511111	Agricultural	High	15.30000019	142.6000061		
IR3242	IE10	SR06	13/07/2023	Ireland	INSIGNIA-EU	Yes	54	54	-6.637511111	Agricultural	High	15.30000019	142.6000061		
P3243	PT01	SR07	30/07/2023	Portugal	INSIGNIA-EU	Yes	42	42	-8.528722222	Forest/Natural	High	21.30000114	10.5		
P3244	PT01	SR08	13/08/2023	Portugal	INSIGNIA-EU	Yes	42	42	-8.528722222	Forest/Natural	High	22.20000076	16.10000038		
P3246	PT02	SR07	28/07/2023	Portugal	INSIGNIA-EU	Yes	41	41	-8.474833333	Forest/Natural	High	21.89999962	6.700000286		
P3247	PT02	SR08	14/08/2023	Portugal	INSIGNIA-EU	Yes	41	41	-8.474833333	Forest/Natural	High	22.70000076	9.5		
P3249	PT03	SR07	27/07/2023	Portugal	INSIGNIA-EU	Yes	42	42	-6.731469444	Agricultural	High	22.70000076	7.300000191		
